Condition,File,Sampling rate (Hz),Samples,Duration (s),Detected beats (n),Mean HR (bpm),Min HR (bpm),Max HR (bpm),Mean RR (ms),Min RR (ms),Max RR (ms),SDNN (ms)
rest,01_ECG_1min_1kHz-Rest.txt,1000.0,60000,60.0,90,90.98,80.86,97.88,660.6,613.0,742.0,27.6
